,year,song,artists,rank,artist1,artist2,artist3,artist4,lyrics,genre,artist_type,lyrics_sentiment,sentiment
26,2010,Love The Way You Lie,Eminem / Rihanna,7,Eminem,Rihanna,,,"Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie

Eminem:
I can't tell you what it really is, I can only tell you what it feels like
And right now there's a steel knife in my windpipe
I can't breathe but I still fight, while I can fight
As long as the wrong feels right it's like I'm in flight

High off her love, drunk from her hate, it's like I'm huffin' paint
And I love her the more I suffer, I suffocate
And right before I'm about to drown, she resuscitates
Me, she fucking hates me and I love it, wait

Where you going, I'm leaving you, no you ain't
Come back, we're running right back here we go again
It's so insane, 'cause when it's going good it's going great
I'm Superman with the wind at his back, she's Lois Lane

But when it's bad it's awful, I feel so ashamed
I snapped ""who's that dude?"", I don't even know his name
I laid hands on her, I'll never stoop so low again
I guess I don't know my own strength

Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie
I love the way you lie

Eminem:
You ever love somebody so much, you can barely breathe when you're with 'em
You meet and neither one of you even know what hit 'em
Got that warm fuzzy feelin', yeah them chills used to get 'em
Now you're gettin' fuckin' sick of lookin' at 'em

You'd swore you'd never hit 'em, never do nothing to hurt 'em
Now you're in each others' face, spewing venom in your words when you spit 'em
You push pull each others' hair, scratch claw bit 'em
Throw 'em down pin 'em, so lost in them moments when you're in 'em

It's the rage that took over, it controls ya both
So they say you're best to go your separate ways, guess that they don't know ya
'Cause today, that was yesterday, yesterday is over
It's a different day, sound like broken records playin' over

But you promised her, next time you'll show restraint
You don't get another chance, life is no Nintendo game
But you lied again, now you get to watch her leave out the window
Guess that's why they call it window pane

Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie
I love the way you lie

Eminem:
Now I know we said things, did things, that we didn't mean
Then we fall back into the same patterns, same routine
But your temper's just as bad as mine is, you're the same as me
But when it comes to love, you're just as blinded, baby please

Come back, it wasn't you, baby it was me
Maybe our relationship isn't as crazy as it seems
Maybe that's what happens when a tornado meets a volcano
All I know is I love you too much to walk away though

Come inside, pick up your bags off the sidewalk
Don't you hear sincerity in my voice when I talk
Told you this is my fault, look me in the eyeball
Next time I'm pissed, I'll aim my fist at the dry wall

Next time, there will be no next time, I apologize
Even though I know it's lies, I'm tired of the games
I just want her back, I know I'm a liar
If she ever tries to fuckin' leave again, I'ma tie her to the bed and set this house on fire

Rihanna:
Just gonna stand there and watch me burn
But that's alright because I like the way it hurts
Just gonna stand there and hear me cry
But that's alright because I love the way you lie
I love the way you lie
I love the way you lie",Hip Hop/Rap,Collab,0.0903559583037195,1
27,2010,Bad Romance,Lady Gaga,8,Lady Gaga,,,,"Caught in a bad romance
Caught in a bad romance

Ra ra ah-ah-ah
Ra ma ra-ma-ma
Ga ga oh la-la
Want your bad romance

Ra ra ah-ah-ah
Ra ma ra ma-ma
Ga ga oh la-la
Want your bad romance

I want your ugly
I want your disease
I want your everything
As long as it's free
I want your love
Love, love, love
I want your love

Hey!

I want your drama
The touch of your hand (Hey!)
I want your leather-studded kiss in the sand
I want your love
Love, love, love
I want your love
(Love, love, love 
I want your love)

You know that I want you
And you know that I need you
I want it bad
Your bad romance

I want your love and I want your revenge
You and me could write a bad romance
I want your love and all your lover's revenge
You and me could write a bad romance

Caught in a bad romance
Caught in a bad romance

Ra ra ah-ah-ah
Ra ma ra ma-ma
Ga ga oh la la
Want your bad romance

I want your horror
I want your design
'Cause you're a criminal
As long as you're mine
I want your love
Love, love, love
I want your love

Woah!

I want your Psycho
Your Vertigo stick (Hey!)
Want you in my Rear Window
Baby, it's sick
I want your love
Love, love, love
I want your love
(Love, love, love 
I want your love)

You know that I want you
And you know that I need you (cause I'm a free bitch, baby)
I want it bad
Your bad romance

I want your love and I want your revenge
You and me could write a bad romance
I want your love and all your lover's revenge
You and me could write a bad romance
Caught in a bad romance
Caught in a bad romance

Ra ra ah-ah-ah
Ra ma ra ma-ma
Ga ga oh la-la
Want your bad romance

Walk, walk fashion, baby
Work it, move that bitch c-razy
Walk, walk fashion, baby
Work it, move that bitch c-razy
Walk, walk fashion, baby
Work it, move that bitch c-razy
Walk, walk passion, baby
Work it, I'm a free bitch, baby

I want your love
And I want your revenge
I want your love
I don't wanna be friends

J'veux ton amour 
et je veux ta revanche
J'veux ton amour
I don't wanna be friends
I don't wanna be friends (Caught in a bad romance)
I don't wanna be friends
Want your bad romance
Caught in a bad romance 
Want your bad romance 

I want your love and I want your revenge
You and me could write a bad romance
Oh oh oh oh oh
I want your love and all your lover's revenge
You and me could write a bad romance

Want your bad romance
Caught in a bad romance
Want your bad romance
Want your bad romance
Caught in a bad romance

Ra ra ah-ah-ah
Ra ma ra ma-ma
Ga ga oh la-la
Want your bad romance",Electronic,Not Found,-0.042591698841698764,0
28,2010,Dynamite,Taio Cruz,9,Taio Cruz,,,,"I came to dance, dance, dance, dance
I hit the floor
'Cause that's my plans, plans, plans, plans
I'm wearing all my favorite brands, brands, brands, brands

Give me some space for both my hands, hands, hands, hands
Yeah, yeah
'Cause it goes on and on and on
And it goes on and on and on, yeah

I throw my hands up in the air sometimes
Saying a-yo
Gotta let go
I wanna celebrate and live my life
Saying a-yo
Baby, let's go

'Cause we gon' rock this club
We gon' go all night
We gon' light it up
Like it's dynamite

'Cause I told you once
Now I told you twice
We gon' light it up
Like it's dynamite

I came to move, move, move, move
Get out the way of me and my crew, crew, crew, crew
I'm in the club so I'm gonna do, do, do, do
Just drop the phone came here to do, do, do, do
Yeah, yeah

'Cause it goes on and on and on
And it goes on and on and on, yeah

I throw my hands up in the air sometimes
Saying a-yo
Gotta let go
I wanna celebrate and live my life
Saying a-yo
Baby, let's go

'Cause we gon' rock this club
We gon' go all night
We gon' light it up
Like it's dynamite

'Cause I told you once
Now I told you twice
We gon' light it up
Like it's dynamite

I'm gonna take it all
I, I'm gonna be the last one standing
Higher over all
I, I'm gonna be the last one landing
'Cause I, I, I believe it

And I, I, I, I just want it all
I just want it all
I'm gonna put my hands in the air
Ha-hands in the air
Put your hands in the air, air, air, air, a-a-air

I throw my hands up in the air sometimes
Saying a-yo
Gotta let go
I wanna celebrate and live my life
Saying a-yo
Baby, let's go

'Cause we gon' rock this club
We gon' go all night
We gon' light it up
Like it's dynamite

'Cause I told you once
Now I told you twice
We gon' light it up
Like it's dynamite",Pop,Not Found,0.27377622377622374,1
29,2010,Break Your Heart,Taio Cruz / Ludacris,10,Taio Cruz,Ludacris,,,"Whoa, whoa

Ludacris
Luda!
Now I may not be the worst or the best
But you gotta respect my honesty
And I may break your heart – What?
I don't really think there's anybody as bomb as me

So you can take this chance, in the end
Everybody's gonna be wondering how you deal
You might say this is Ludacris
But Taio Cruz, tell her how you feel

Taio Cruz
Now listen to me baby (oh oh-oh)
Before I love and leave ya (oh oh-oh)
They call me heart-breaker (oh oh-oh)
I don't wanna deceive ya (oh oh-oh)

If you fall for me
I'm not easy to please
I might tear you apart
Told you from the start
Baby from the start

I'm only gonna break, break your
Break, break your heart
I'm only gonna break, break your
Break, break your heart

I'm only gonna break, break your
Break, break your heart
I'm only gonna break, break your
Break, break your heart

Whoa, whoa

There's no point trying to hide it (oh oh-oh)
No point trying to evade it (oh oh-oh)
I know I gotta problem (oh oh-oh)
Problem with misbehavin' (oh oh-oh)

If you fall for me
I'm not easy to please
I might tear you apart
Told you from the start
Baby from the start

I'm only gonna break, break your
Break, break your heart
I'm only gonna break, break your
Break, break your heart

I'm only gonna break, break your
Break, break your heart
I'm only gonna break, break your
Break, break your heart

Ludacris
That's all I'm gonna do, woman
Listen!

Now I'm only gonna break your heart
And shatter and splatter it all into little bitty pieces
Whether or not you get it all together
Then it's finders, keepers and losers weepers

See I'm not tyrin' to lead you on
No I'm only tryin' to keep it real
You might say this is Ludacris
But Taio Cruz, tell her how you feel

Taio Cruz
Ey and I know karma's gonna get me back for being so cold, ey
Like a big bad wolf I'm born to be bad and bad to the bone, ey
If you fall for me I'm only gonna tear you apart, ey
Told you from the start, ey

I'm only gonna break, break your
Break, break your heart
I'm only gonna break, break your
Break, break your heart

I'm only gonna break, break your
Break, break your heart
I'm only gonna break, break your
Break, break your heart

Whoa, whoa
Whoa, whoa",Pop,Collab,-0.08736111111111108,0
30,2010,Nothin' On You,B.o.B / Bruno Mars,11,B.o.B,Bruno Mars,,,"Beautiful girls all over the world
I could be chasin' but my time would be wasted
They got nothin' on you baby
Nothin' on you baby

They might say, ""Hi,"" and I might say, ""Hey.""
But you shouldn't worry about what they say
'Cause they got nothin' on you baby
Nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
(N-n-n-nothin' on you babe, n-nothin' on you)
Yeah

I know you feel where I'm coming from (from)
Regardless of the things in my past that I've done (done)
Most of it really was for the hell of the fun (the fun)
On a carousel so around I spun (spun)

With no direction just tryna get some (some?)
Tryna chase skirts living in the summer sun (sun?)
And so I lost more than I had ever won (wha)
And honestly I ended up with none (huh)

It's so much nonsense it's on my conscience
I'm thinking maybe I should get it out
And I don't wanna sound redundant
But I was wondering

If there was something that you wanna know (that you wanna know)
But nevermind that we should let it go (we should let it go)
'Cause we don't wanna be a TV episode (TV episode)
And all the bad thoughts just let 'em go (go), go (go), go (hey)

Beautiful girls all over the world
I could be chasin' but my time would be wasted
They got nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
Nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)

They might say hi (hi) and I might say hey (hey)
But you shouldn't worry (ha ha) about what they say (why)
'Cause they got nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
Nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
Yeah

Hands down, there will never be another one (nope)
I've been around and I've never seen another one
Because your style, I ain't really got nothin' on (nothin')
And you wild when you ain't got nothin' on (ha ha)

Baby you the whole package, plus you pay your taxes (uh)
And you keep it real, while them others stay plastic (heh)
You're my Wonder Woman, call me Mr. Fantastic (ha)
Stop, now think about it

I've been to London (yeah), I've been to Paris (yeah)
Even way out there in Tokyo (Tokyo)
Back home down in Georgia (yeah) to New Orleans (yeah)
But you always steal the show (steal the show)

And just like that girl, you got me froze (got me froze)
Like a Nintendo 64 (64)
If you never knew, well, now you know (know)
Know (know), know (hey)

Beautiful girls (yeah) all over the world (all over)
I could be chasin' but my time would be wasted (haha)
They got nothin' on you baby 
(N-n-n-nothin' on you babe, n-nothin' on you)
Nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)

They might say hi (hi) and I might say hey (hey)
But you shouldn't worry (ha ha) about what they say (why)
'Cause they got nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
Nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
Yeah

Everywhere I go, I'm always hearing your name (name)
And no matter where I'm at, girl you make me wanna sing (sing)
Whether a bus or a plane (plane) or a car or a train (train)
No other girl's on my brain and you the one to blame

Beautiful girls (yeah) all over the world (all over)
I could be chasin' but my time would be wasted (haha)
They got nothin' on you baby 
(N-n-n-nothin' on you babe, n-nothin' on you)
Nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)

They might say hi (hi) and I might say hey (hey)
But you shouldn't worry (ha ha) about what they say (why)
'Cause they got nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
Nothin' on you baby
(N-n-n-nothin' on you babe, n-nothin' on you)
Yeah

Yeah (ha ha)
And that's just how we do it (ha ha ha)
And I'mma just let this ride
B.o.B and Bruno Mars",Music,Collab,0.18831459758879115,1
31,2010,I Like It,Enrique Iglesias / Pitbull,12,Enrique Iglesias,Pitbull,,,"Pitbull
One Love, one love
Enrique Iglesias, Pitbull
Y'all know what time it is
We gonna set it off tonight, just go
Set the club on fire, just go
Enrique! Holla at them like

Enrique Iglesias
Girl, please excuse me
If I'm coming too strong
But tonight is the night
We can really let go
My girlfriend's out of town
And I'm all alone
Your boyfriend's on vacation
And he doesn't have to know
No oh oh, oh oh
No one can do the things I'm gonna wanna do to you
No oh oh, oh oh
Shout aloud, screamin' loud
Let me hear you go!

Baby, I like it
The way you move on the floor
Baby, I like it
Come on and give me some more
Oh yes, I like it
Screaming like never before
Baby, I like it
I, I, I like it

Party, Karamu, Fiesta, Forever

Girl, please excuse me
If I'm misbehaving, oh
I'm trying to keep my hands off
But you're begging me for more
Round round round
Baby, low low low
Let the time time pass
'Cause we're never getting old
No oh oh, oh oh
No one can do it better turn around I'll give you more
No oh oh, oh oh
Shout aloud, screamin' loud
Let me hear you go!

Baby, I like it
The way you move on the floor
Baby, I like it
Come on and give me some more
Oh yes, I like it
Screaming like never before
Baby I like it
I, I, I like it

Pitbull
Go DJ, that's my DJ
I'm a Miami Boy, you know how we play
I ain't playin withya, but I wanna play withya
Get me, got me? Good
Now watch me

It's a different species, get me in DC
Let's party on the White House lawn
Tiger Woods times Jesse James
Equals Pitbull all night long
Pick up Barack and Michelle and let 'em that it's on

Pa' fuera! Pa' la calle!
Dale mamita tirame ese baile!
Dale mamita tirame ese baile!

I see you watchin' me, you see me watchin' you
I love the way you move
I like them things you do like

Enrique Iglesias
Don't stop, baby
Just keep on shaking along
I won't stop baby, won't stop, baby
Until you get enough

Party, Karamu, Fiesta, Forever

Baby, I like it!
The way you move on the floor
Baby, I like it!
Come on and give me some more!
Oh yes, I like it!
Screaming like never before
Baby, I like it, I, I, I like it!

Baby, I like it!
The way you move on the floor
Baby, I like it!
Come on and give me some more!
Oh yes, I like it!
Screaming like never before
Baby, I like it! I, I, I like it!

Party, (Oh yes, I like it!) karamu, fiesta, forever!
Oh yes, I like it!
Party, karamu, (Oh yes, I like it!) fiesta, forever!",Pop in Spanish,Collab,0.24950939360119045,1
32,2010,BedRock,Young Money / Lloyd,13,Young Money,Lloyd,,,"Lloyd
I-I-I I can make your bed rock
I-I-I I can make your bed rock, girl
I-I-I I can make your bed rock
I-I-I I can make your bed rock

Lil Wayne
She got that good good
She Michael Jackson bad
I'm attracted to her, for her attractive ass
And now we murderers, because we kill time
I knock her lights out and she still shine
I hate to see her go, but I love to watch her leave
But I keep her running back and forth, soccer team
Cold as a winter's day
Hot as a summer's eve
Young Money thieves
Steal your love and leave

Gudda Gudda
I like the way you walking if you walking my way
I'm that Red Bull, now let's fly away
Let's buy a place, with all kind of space
I let you be the judge, n-n-and I'm the case
I'm Gudda Gudda
I put her under
I see me with her, no Stevie Wonder
She don't even wonder, 'cause she know she bad
And I got her, nigga
Grocery bag

Lloyd
Ooh, baby
I be stuck to you
Like glue, baby
Wanna spend it all on you, baby
My room is the G-Spot
Call me Mr. Flintstone
I can make your bed rock
(Ooh) I-I-I I can make your bed rock
(Ooh) I-I-I I can make your bed rock, girl
(Ooh) I-I-I I can make your bed rock
(Ooh) I-I-I I can make your bed rock

Nicki Minaj
Okay, I get it
Let me think, I guess it's my turn
Maybe it's time to put this pussy on ya sideburns
He say I'm bad, he probably right
He pressing me like button downs on a Friday night (Ha, ha, ha)
I'm so pretty, like
Be on my pedal bike
Be on my low starch
Be on my egg whites
He say ""Nicki, don't stop. You the bestest""
And I just be coming off the top, asbestos

Drake
I love ya sushi roll, hotter than wasabi
I'll race for your love
Shake and bake, Ricky Bobby
I'm at the W., but I can't meet you in the lobby
Girl, I gotta watch my back 'cause I'm not just anybody
I seen 'em stand in line just to get beside her
I let her see the Aston and let the rest surprise her
That's when we disappear; you need GPS to find her
Oh, that was yo' girl?
I thought I recognized her

Tyga
She like tanning
I like staying in
She like romancing
I like rolling with friends
She said I'm caged in
I think her conscience is
She watching that Oxygen
I'm watching ESPN
But when that show end
She all on my skin
Lotion
Slow emotions
Roller coasting
Like back forth, hold it (Hold it)
She pose like it's for posters
And I poke like I'm supposed to
Take this photo if you for me
She said ""Don't you ever show this""
I'm too loyal
And too focused
To be losing
And be hopeless
When I spoke this
She rejoiced it
Said ""Your words get me open""
So I closed it
Where your clothes is
I'm only lovin' for the moment

Jae Millz
Uh
She ain't got a man
But she's not alone
Miss Independent
Yeah, she got her own
Hey, gorgeous
Um, I mean flawless
Well, that's what you are. How I see it is how I call it, yeah
L-look it how she walk
Mmhm, she know she bad
D-do, do your thing, baby
I ain't even mad
And I ain't even fast
I'mma stay a while
Hold ya head, Chris
I'mma take her down

Lil Wayne, mixed in with Chorus (sung twice)
Young Money
Gudda Gudda
T-Streetz
Mack Maine
Jae Millz
Tyga Tyga
Drizzy Drake
Nicki Minaj
Hey, Shanell
Lil Twist
Lil Chuckee
Young Lloyd
We Young Money",Hip Hop/Rap,Collab,0.11455795496493168,1
33,2010,In My Head,Jason Derulo,14,Jason Derulo,,,,"Jason Derülo.
Beluga Heights.
J. J. J. J. J. R.
C'mon.

Everybody's looking for love. Oh
Ain't that the reason you're at this club? Oh
You ain't gon' find it dancin' with him. No
I got a better solution for you girl, oh.

Just leave with me now, say the word and we'll go. (And we'll go)
I'll be your teacher, I'll show you the ropes. (You the ropes)
You'll see a side of love you've never known.
I can see it going down, going down

In my head, I see you all over me.
In my head, you fulfill my fantasy.
My head
You'll be screaming out
In my head, it's going down,
My head, it's going down,
In my head.

Yeah. In my head. Oh yeah.

C'mon!

Some dudes know all the right things to say. Oh
When it comes down to it, it's all just game. sure
Instead of talking let me demonstrate. Yeah (Yeah)
Get down to business let's skip foreplay, ay yeah.

Just leave with me now, say the word and we'll go. (We can go)
I'll be your teacher, I'll show you the ropes. (You the ropes)
You'll see a side of love you've never known. (Never known)
I can see it going down, going down

In my head, baby, I see you all over me.
In my head, you fulfill my fantasy.
My head, you'll be screaming out.
In my head, it's going down,
My head, it's going down,
In my head.

Break it down. Ay-oh. Come on. Yeah. Ay-oh. Let's go. Uuh. Ay-oh.
You singing to me baby in my head right now.
Ay-oh. Ay-oh. Come on. Yeah. Uuh. Ay-oh.
She'll be screaming out when it all goes down.

Just leave with me now, say the word and we'll go. (We can go)
I'll be your teacher, I'll show you the ropes. (You the ropes)
You'll see a side of love you've never known. (Never known)
I can see it going down, going down

In my head, I see you all over me.
In my head, you fulfill my fantasy.
My head, you'll be screaming out.
In my head, it's going down,
My head, it's going down.

In my head, I see you all over me.
In my head, you fulfill my fantasy.
My head, you'll be screaming out.
In my head, it's going down,
My head, it's going down,
It's going down in my head.",Pop,Not Found,0.006320861678004496,1
34,2010,Rude Boy,Rihanna,15,Rihanna,,,,"Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

Tonight, I'mma let you be the captain
Tonight, I'mma let you do your thing, yeah
Tonight, I'mma let you be a rider
Giddy up, giddy up, giddy up, babe

Tonight, I'mma let it be fire
Tonight, I'mma let you take me higher
Tonight, baby, we can get it on, yeah
We can get it on, yeah

Do you like it, boy?
I want want want
What you want want want
Give it to me, baby
Like boom, boom, boom
What I want want want
Is what you want want want, na na

Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

Tonight, I'mma give it to you harder
Tonight, I'mma turn your body out
Relax, let me do it how I wanna
If you got it, I need it and I'mma put it down

Buckle up, I'mma give it to you stronger
Hands up, we can go a little longer
Tonight, I'mma get a little crazy
Get a little crazy, baby

Like you, boy
I want want want
What you want want want
Give it to me baby
Like boom, boom, boom
What I want want want
Is what you want want want, na na

Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

I like the way you touch me there
I like the way you pull my hair
Babe, if I don't feel it I ain't faking
No, no

I like when you tell me kiss it there
I like when you tell me move it there
So giddy up
Time to giddy up
You say you're a rude boy
Show me what you got now
Come here right now

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)

Come here, rude boy, boy
Can you get it up?
Come here, rude boy, boy
Is you big enough?

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)
(Love me, love me)
(Love me, love me)
(Love me, love me)

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)
(Love me, love me)
(Love me, love me)
(Love me, love me)

(Take it, take it)
(Baby, baby)
(Take it, take it)
(Love me, love me)",Pop,Not Found,0.13707445697577275,1
35,2010,Telephone,Lady Gaga / Beyonce,16,Lady Gaga,Beyonce,,,"Lady GaGa:
Hello, hello, baby, you called, I can't hear a thing
I have got no service in the club, you see, see
Wha-wha-what did you say, huh, you're breaking up on me
Sorry, I cannot hear you, I'm kinda busy

(K-kinda busy) K-kinda busy
(K-kinda busy) K-kinda busy
(K-kinda busy) Sorry, I cannot hear you, I'm kinda busy

Just a second, it's my favorite song they're gonna play
And I cannot text you with a drink in my hand, eh
You shoulda made some plans with me, you knew that I was free
And now you won't stop calling me, I'm kinda busy

Stop calling, stop calling, I don't wanna think anymore
I left my head and my heart on the dance floor
Stop calling, stop calling, I don't wanna talk anymore
I left my head and my heart on the dance floor

(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)
Stop telephoning me
(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)
I'm busy
(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)
Stop telephoning me
(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)

Can call all you want, but there's no one home
And you're not gonna reach my telephone
Out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone

Can call when you want, but there's no one home
And you're not gonna reach my telephone
Out in the club, and I'm sipping that bubb
And you're not gonna reach my telephone

Beyoncé:
Boy, the way you blowing up my phone
Won't make me leave no faster
Put my coat on faster
Leave my girls no faster
I shoulda left my phone at home
Cause this is a disaster
Calling like a collector
Sorry, I cannot answer

Lady GaGa:
Not that I don't like you, I'm just at a party
And I am sick and tired of my phone ri-ringing

Beyoncé:
Sometimes I feel like I live in Grand Central Station (Station)
Tonight I'm not taking no calls 'cause I'll be dancing

Both:
(Tonight I'm dancing) 'Cause I'll be dancing
(Tonight I'm dancing) 'Cause I'll be dancing
(Tonight I'm dancing) Tonight I'm not takin' no calls 'cause I'll be dancing

Stop calling, stop calling, I don't wanna think anymore
I left my head and my heart on the dance floor
Stop calling, stop calling, I don't wanna talk anymore
I left my head and my heart on the dance floor

Stop calling, stop calling, I don't wanna think anymore
I left my head and my heart on the dance floor
Stop calling, stop calling, I don't wanna talk anymore
I left my head and my heart on the dance floor

(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)
(Stop telephoning me) Stop telephoning me
(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)
(I'm busy) I'm busy
(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)
(Stop telephoning me) Stop telephoning me
(Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh)
(I'm busy)

Can call all you want, but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone

Can call all you want, but there's no one home
And you're not gonna reach my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone

(D-D-D-Dark child)
My telephone
M-m-my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone
My telephone
M-m-my telephone
'Cause I'm out in the club and I'm sipping that bubb
And you're not gonna reach my telephone

We're sorry, the number you have reached is not in service at this time
Please, check the number or try your call again...",Electronic,Collab,-0.03524756493506494,0
36,2010,Teenage Dream,Katy Perry,17,Katy Perry,,,,"You think I'm pretty without any makeup on
You think I'm funny when I tell the punch line wrong
I know you get me, so I let my walls come down, down

Before you met me, I was alright
But things were kind of heavy, you brought me to life
Now every February, you'll be my Valentine, Valentine

Let's go all the way tonight
No regrets, just love
We can dance until we die
You and I, we'll be young forever

You make me feel like I'm living a teenage dream
The way you turn me on, I can't sleep
Let's run away and don't ever look back, don't ever look back

My heart stops, when you look at me
Just one touch, now baby, I believe this is real
So take a chance and don't ever look back, don't ever look back

We drove to Cali and got drunk on the beach
Got a motel and built a fort out of sheets
I finally found you, my missing puzzle piece: I'm complete

Let's go all the way tonight
No regrets, just love
We can dance until we die
You and I, we'll be young forever

You make me feel like I'm living a teenage dream
The way you turn me on, I can't sleep
Let's run away and don't ever look back, don't ever look back

My heart stops when you look at me
Just one touch, now baby, I believe this is real
So take a chance and don't ever look back, don't ever look back

I'mma get your heart racing in my skin-tight jeans
Be your teenage dream tonight
Let you put your hands on me in my skin-tight jeans
Be your teenage dream tonight

You make me feel like I'm living a teenage dream
The way you turn me on, I can't sleep
Let's run away and don't ever look back, don't ever look back

My heart stops when you look at me
Just one touch, now baby, I believe this is real
So take a chance and don't ever look back, don't ever look back

I'ma get your heart racing in my skin-tight jeans
Be your teenage dream tonight
Let you put your hands on me in my skin-tight jeans
Be your teenage dream tonight",Electronic,female,0.03561253561253561,1
37,2010,Just The Way You Are,Bruno Mars,18,Bruno Mars,,,,"Oh, her eyes, her eyes make the stars look like they're not shinin'
Her hair, her hair falls perfectly without her tryin'
She's so beautiful
And I tell her every day

Yeah, I know, I know when I compliment her, she won't believe me
And it's so, it's so sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?""
I say

When I see your face
There's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for awhile
'Cause girl, you're amazing just the way you are

Yeah, her lips, her lips, I could kiss them all day if she'd let me
Her laugh her laugh, she hates, but I think it's so sexy
She's so beautiful
And I tell her every day

Oh, you know, you know, you know I'd never ask you to change
If perfect's what you're searching for, then just stay the same
So don't even bother asking if you look okay
You know I'll say

When I see your face
There's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for awhile
'Cause girl, you're amazing just the way you are

The way you are
The way you are
Girl, you're amazing just the way you are

When I see your face
There's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for awhile
'Cause girl, you're amazing just the way you are, yeah",Pop,male,0.45833333333333326,1
